ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
180
ITEM: BOX BOUNDS xy xz yz pp pp pp
-1.1142786122965449e+01 2.3559606061482697e+01 -1.1567464061482717e+01
3.6778187901144938e-01 2.0403217120988526e+01 0.0000000000000000e+00
1.2714096578107532e+00 7.0533239342189034e+01 0.0000000000000000e+00
ITEM: ATOMS id type xs ys zs
1 1    0.384121806232745    0.442060909662155   0.0050357734689032
2 1    0.557939103429374    0.442060909662177  0.00503577346883665
3 1    0.557939104412699    0.615878208825343  0.00503577347280312
4 1    0.331747553021223    0.327837601813443   0.0511827173330532
5 1    0.496090048792172    0.327837601813537   0.0511827173330958
6 1    0.331747554032748    0.503909964339072    0.051182717343357
7 1    0.500000004680977    0.500000009361882   0.0509440186686225
8 1    0.672162410306392    0.503909964339062   0.0511827173433407
9 1    0.496090050714383    0.668252461943687   0.0511827173515014
10 1    0.672162411229084    0.668252461943481    0.051182717351522
11 1    0.615144479698122    0.557572247340906   0.0966446403745645
12 1    0.442427767642711    0.557572247340799   0.0966446403745401
13 1    0.442427766657983    0.384855533315903   0.0966446403615932
14 1    0.384121793943811    0.442060903446213    0.141747148111618
15 1    0.557939109502424    0.442060903446096    0.141747148111599
16 1     0.55793911048578    0.615878220971578    0.141747148132598
17 1     0.33174733490186    0.327837570881169    0.187894026309567
18 1    0.496090235979409    0.327837570881374    0.187894026309574
19 1    0.331747335907396    0.503909776922375    0.187894026335074
20 1      0.5000000046068    0.500000009213661    0.187655419013309
21 1    0.672162441014927    0.503909776922301    0.187894026335066
22 1    0.496090237904653    0.668252679844357     0.18789402635871
23 1    0.672162441939801    0.668252679844413    0.187894026358703
24 1    0.615144512942459     0.55757226381034    0.233355932575564
25 1    0.442427750867866    0.557572263810296    0.233355932575563
26 1    0.442427749887439    0.384855499774875    0.233355932549132
27 1    0.384130632974063    0.442065322777348    0.278459567339347
28 1    0.557934689803266    0.442065322777282     0.27845956733939
29 1    0.557934690788181    0.615869381576361    0.278459567367699
30 1    0.331754181723687    0.327834771173265     0.32459759830303
31 1    0.496080589449565    0.327834771173364    0.324597598303037
32 1    0.331754182714746    0.503919423037981    0.324597598331077
33 1    0.500000004475301    0.500000008950772    0.324379240242299
34 1    0.672165240323411    0.503919423037986    0.324597598331065
35 1    0.496080591382022    0.668245832637283    0.324597598357474
36 1    0.672165241255411    0.668245832637445    0.324597598357472
37 1    0.615177602331311    0.557588808297039    0.370066939206837
38 1    0.442411205965704    0.557588808297149    0.370066939206857
39 1     0.44241120499078    0.384822409981384    0.370066939181925
40 1    0.384854485939922     0.44242724906298    0.415197002147151
41 1    0.557572763123028    0.442427249063111    0.415197002147164
42 1    0.557572764108576    0.615145528217038    0.415197002163995
43 1    0.615409919830031    0.557704966951846    0.460137639722535
44 1    0.442295047121775    0.557704966951859    0.460137639722581
45 1    0.442295046145038    0.384590092290086    0.460137639715911
46 1    0.384576152844189    0.442288082466578    0.505068418176972
47 1    0.557711929622389    0.442288082466561    0.505068418176931
48 1    0.557711930608566    0.615423861217142    0.505068418172562
49 1    0.615426656839802    0.557713335462559    0.550010240075461
50 1    0.442286678622702     0.55771333546262    0.550010240075454
51 1    0.442286677644337    0.384573355288737    0.550010240090341
52 1    0.383843749376535    0.441921880787625    0.594902634605764
53 1    0.558078131411038     0.44192188078772    0.594902634605751
54 1    0.558078132399051    0.616156264798178    0.594902634581979
55 1    0.331722223144451    0.327831386515956    0.641057147492693
56 1    0.496109163371479    0.327831386515796    0.641057147492668
57 1    0.331722224138709    0.503890849000709    0.641057147464342
58 1    0.500000004438169    0.500000008876176    0.640792462495843
59 1    0.672168624861886    0.503890849000766    0.641057147464364
60 1    0.496109165306867    0.668277791107975    0.641057147438202
61 1    0.672168625801179    0.668277791108074    0.641057147438172
